,0
4763,"{'id': 68505141, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3504602', 'nomeIBGE': 'BADY BASSITT', 'nomeIBGEsemAcento': 'BADY BASSITT', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 37914.0, 'quantidadeBeneficiados': 213}"
4764,"{'id': 69003921, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3504701', 'nomeIBGE': 'BALBINOS', 'nomeIBGEsemAcento': 'BALBINOS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 23582.0, 'quantidadeBeneficiados': 95}"
4765,"{'id': 67004813, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3504800', 'nomeIBGE': 'BÁLSAMO', 'nomeIBGEsemAcento': 'BALSAMO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 21348.0, 'quantidadeBeneficiados': 139}"
4766,"{'id': 74804285, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3504909', 'nomeIBGE': 'BANANAL', 'nomeIBGEsemAcento': 'BANANAL', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 86557.0, 'quantidadeBeneficiados': 545}"
4767,"{'id': 71404829, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3505005', 'nomeIBGE': 'BARÃO DE ANTONINA', 'nomeIBGEsemAcento': 'BARAO DE ANTONINA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 45610.0, 'quantidadeBeneficiados': 267}"
4768,"{'id': 66602248, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3505104', 'nomeIBGE': 'BARBOSA', 'nomeIBGEsemAcento': 'BARBOSA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 80788.0, 'quantidadeBeneficiados': 360}"
4769,"{'id': 64305501, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3505203', 'nomeIBGE': 'BARIRI', 'nomeIBGEsemAcento': 'BARIRI', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 147254.0, 'quantidadeBeneficiados': 625}"
4770,"{'id': 64402245, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3505302', 'nomeIBGE': 'BARRA BONITA', 'nomeIBGEsemAcento': 'BARRA BONITA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 199654.0, 'quantidadeBeneficiados': 886}"
4771,"{'id': 74703085, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3505351', 'nomeIBGE': 'BARRA DO CHAPÉU', 'nomeIBGEsemAcento': 'BARRA DO CHAPEU', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 132510.0, 'quantidadeBeneficiados': 680}"
4772,"{'id': 66002049, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3505401', 'nomeIBGE': 'BARRA DO TURVO', 'nomeIBGEsemAcento': 'BARRA DO TURVO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 113291.0, 'quantidadeBeneficiados': 637}"
4773,"{'id': 71703027, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3505500', 'nomeIBGE': 'BARRETOS', 'nomeIBGEsemAcento': 'BARRETOS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 570449.0, 'quantidadeBeneficiados': 2644}"
4774,"{'id': 66102415, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3505609', 'nomeIBGE': 'BARRINHA', 'nomeIBGEsemAcento': 'BARRINHA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 385603.0, 'quantidadeBeneficiados': 1605}"
4775,"{'id': 65702507, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3505708', 'nomeIBGE': 'BARUERI', 'nomeIBGEsemAcento': 'BARUERI', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1470768.0, 'quantidadeBeneficiados': 7593}"
4776,"{'id': 66903026, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3505807', 'nomeIBGE': 'BASTOS', 'nomeIBGEsemAcento': 'BASTOS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 37675.0, 'quantidadeBeneficiados': 262}"
4777,"{'id': 74803356, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3505906', 'nomeIBGE': 'BATATAIS', 'nomeIBGEsemAcento': 'BATATAIS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 369817.0, 'quantidadeBeneficiados': 1660}"
4778,"{'id': 67704017, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3506003', 'nomeIBGE': 'BAURU', 'nomeIBGEsemAcento': 'BAURU', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1701605.0, 'quantidadeBeneficiados': 9014}"
4779,"{'id': 63704390, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3506102', 'nomeIBGE': 'BEBEDOURO', 'nomeIBGEsemAcento': 'BEBEDOURO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 398878.0, 'quantidadeBeneficiados': 2014}"
4780,"{'id': 73105012, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3506201', 'nomeIBGE': 'BENTO DE ABREU', 'nomeIBGEsemAcento': 'BENTO DE ABREU', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 25154.0, 'quantidadeBeneficiados': 115}"
4781,"{'id': 69203278, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3506300', 'nomeIBGE': 'BERNARDINO DE CAMPOS', 'nomeIBGEsemAcento': 'BERNARDINO DE CAMPOS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 123908.0, 'quantidadeBeneficiados': 513}"
4782,"{'id': 67003338, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3506359', 'nomeIBGE': 'BERTIOGA', 'nomeIBGEsemAcento': 'BERTIOGA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 580074.0, 'quantidadeBeneficiados': 2799}"
4783,"{'id': 74703602, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3506409', 'nomeIBGE': 'BILAC', 'nomeIBGEsemAcento': 'BILAC', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 31457.0, 'quantidadeBeneficiados': 169}"
4784,"{'id': 65703281, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3506508', 'nomeIBGE': 'BIRIGUI', 'nomeIBGEsemAcento': 'BIRIGUI', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 326484.0, 'quantidadeBeneficiados': 1748}"
4785,"{'id': 69504930, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3506607', 'nomeIBGE': 'BIRITIBA-MIRIM', 'nomeIBGEsemAcento': 'BIRITIBA-MIRIM', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 310255.0, 'quantidadeBeneficiados': 1684}"
4786,"{'id': 68102452, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3506706', 'nomeIBGE': 'BOA ESPERANÇA DO SUL', 'nomeIBGEsemAcento': 'BOA ESPERANCA DO SUL', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 180224.0, 'quantidadeBeneficiados': 740}"
4787,"{'id': 66704382, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3506805', 'nomeIBGE': 'BOCAINA', 'nomeIBGEsemAcento': 'BOCAINA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 57546.0, 'quantidadeBeneficiados': 296}"
4788,"{'id': 64004854, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3506904', 'nomeIBGE': 'BOFETE', 'nomeIBGEsemAcento': 'BOFETE', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 85381.0, 'quantidadeBeneficiados': 390}"
4789,"{'id': 74805057, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507001', 'nomeIBGE': 'BOITUVA', 'nomeIBGEsemAcento': 'BOITUVA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 250694.0, 'quantidadeBeneficiados': 1472}"
4790,"{'id': 63702534, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507100', 'nomeIBGE': 'BOM JESUS DOS PERDÕES', 'nomeIBGEsemAcento': 'BOM JESUS DOS PERDOES', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 229332.0, 'quantidadeBeneficiados': 1108}"
4791,"{'id': 64602716, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507159', 'nomeIBGE': 'BOM SUCESSO DE ITARARÉ', 'nomeIBGEsemAcento': 'BOM SUCESSO DE ITARARE', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 55961.0, 'quantidadeBeneficiados': 366}"
4792,"{'id': 68902999, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507209', 'nomeIBGE': 'BORÁ', 'nomeIBGEsemAcento': 'BORA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 7549.0, 'quantidadeBeneficiados': 49}"
4793,"{'id': 71603467, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507308', 'nomeIBGE': 'BORACÉIA', 'nomeIBGEsemAcento': 'BORACEIA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 62904.0, 'quantidadeBeneficiados': 223}"
4794,"{'id': 71502186, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507407', 'nomeIBGE': 'BORBOREMA', 'nomeIBGEsemAcento': 'BORBOREMA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 69573.0, 'quantidadeBeneficiados': 371}"
4795,"{'id': 74702692, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507456', 'nomeIBGE': 'BOREBI', 'nomeIBGEsemAcento': 'BOREBI', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 24658.0, 'quantidadeBeneficiados': 127}"
4796,"{'id': 73703856, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507506', 'nomeIBGE': 'BOTUCATU', 'nomeIBGEsemAcento': 'BOTUCATU', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 531151.0, 'quantidadeBeneficiados': 2820}"
4797,"{'id': 66004153, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507605', 'nomeIBGE': 'BRAGANÇA PAULISTA', 'nomeIBGEsemAcento': 'BRAGANCA PAULISTA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 528815.0, 'quantidadeBeneficiados': 3353}"
4798,"{'id': 63504873, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507704', 'nomeIBGE': 'BRAÚNA', 'nomeIBGEsemAcento': 'BRAUNA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 79333.0, 'quantidadeBeneficiados': 322}"
4799,"{'id': 65204559, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507753', 'nomeIBGE': 'BREJO ALEGRE', 'nomeIBGEsemAcento': 'BREJO ALEGRE', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 32991.0, 'quantidadeBeneficiados': 189}"
4800,"{'id': 65702016, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507803', 'nomeIBGE': 'BRODOWSKI', 'nomeIBGEsemAcento': 'BRODOWSKI', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 85012.0, 'quantidadeBeneficiados': 534}"
4801,"{'id': 73102750, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3507902', 'nomeIBGE': 'BROTAS', 'nomeIBGEsemAcento': 'BROTAS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 46397.0, 'quantidadeBeneficiados': 283}"
4802,"{'id': 63303088, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3508009', 'nomeIBGE': 'BURI', 'nomeIBGEsemAcento': 'BURI', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 345469.0, 'quantidadeBeneficiados': 1479}"
4803,"{'id': 75904745, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3508108', 'nomeIBGE': 'BURITAMA', 'nomeIBGEsemAcento': 'BURITAMA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 200972.0, 'quantidadeBeneficiados': 967}"
4804,"{'id': 70202146, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3508207', 'nomeIBGE': 'BURITIZAL', 'nomeIBGEsemAcento': 'BURITIZAL', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 44020.0, 'quantidadeBeneficiados': 206}"
4805,"{'id': 74903919, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3508306', 'nomeIBGE': 'CABRÁLIA PAULISTA', 'nomeIBGEsemAcento': 'CABRALIA PAULISTA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 32464.0, 'quantidadeBeneficiados': 174}"
4806,"{'id': 74903696, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3508405', 'nomeIBGE': 'CABREÚVA', 'nomeIBGEsemAcento': 'CABREUVA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 172294.0, 'quantidadeBeneficiados': 861}"
4807,"{'id': 69103984, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3508504', 'nomeIBGE': 'CAÇAPAVA', 'nomeIBGEsemAcento': 'CACAPAVA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 342080.0, 'quantidadeBeneficiados': 1995}"
4808,"{'id': 64802437, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3508603', 'nomeIBGE': 'CACHOEIRA PAULISTA', 'nomeIBGEsemAcento': 'CACHOEIRA PAULISTA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 483522.0, 'quantidadeBeneficiados': 1803}"
4809,"{'id': 63304193, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3508702', 'nomeIBGE': 'CACONDE', 'nomeIBGEsemAcento': 'CACONDE', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 226109.0, 'quantidadeBeneficiados': 1030}"
4810,"{'id': 63204543, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3508801', 'nomeIBGE': 'CAFELÂNDIA', 'nomeIBGEsemAcento': 'CAFELANDIA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 52190.0, 'quantidadeBeneficiados': 311}"
4811,"{'id': 64905277, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3508900', 'nomeIBGE': 'CAIABU', 'nomeIBGEsemAcento': 'CAIABU', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 22974.0, 'quantidadeBeneficiados': 127}"
4812,"{'id': 69403193, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509007', 'nomeIBGE': 'CAIEIRAS', 'nomeIBGEsemAcento': 'CAIEIRAS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 199732.0, 'quantidadeBeneficiados': 1258}"
4813,"{'id': 71202152, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509106', 'nomeIBGE': 'CAIUÁ', 'nomeIBGEsemAcento': 'CAIUA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 73503.0, 'quantidadeBeneficiados': 396}"
4814,"{'id': 69503729, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509205', 'nomeIBGE': 'CAJAMAR', 'nomeIBGEsemAcento': 'CAJAMAR', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1353694.0, 'quantidadeBeneficiados': 5653}"
4815,"{'id': 68202195, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509254', 'nomeIBGE': 'CAJATI', 'nomeIBGEsemAcento': 'CAJATI', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 259505.0, 'quantidadeBeneficiados': 1387}"
4816,"{'id': 63504533, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509304', 'nomeIBGE': 'CAJOBI', 'nomeIBGEsemAcento': 'CAJOBI', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 101155.0, 'quantidadeBeneficiados': 491}"
4817,"{'id': 63502407, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509403', 'nomeIBGE': 'CAJURU', 'nomeIBGEsemAcento': 'CAJURU', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 181306.0, 'quantidadeBeneficiados': 780}"
4818,"{'id': 66203693, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509452', 'nomeIBGE': 'CAMPINA DO MONTE ALEGRE', 'nomeIBGEsemAcento': 'CAMPINA DO MONTE ALEGRE', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 50811.0, 'quantidadeBeneficiados': 254}"
4819,"{'id': 66204211, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509502', 'nomeIBGE': 'CAMPINAS', 'nomeIBGEsemAcento': 'CAMPINAS', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 6133126.0, 'quantidadeBeneficiados': 30257}"
4820,"{'id': 65804681, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509601', 'nomeIBGE': 'CAMPO LIMPO PAULISTA', 'nomeIBGEsemAcento': 'CAMPO LIMPO PAULISTA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 487643.0, 'quantidadeBeneficiados': 2145}"
4821,"{'id': 62603690, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509809', 'nomeIBGE': 'CAMPOS NOVOS PAULISTA', 'nomeIBGEsemAcento': 'CAMPOS NOVOS PAULISTA', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 39593.0, 'quantidadeBeneficiados': 252}"
4822,"{'id': 68002836, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '3509700', 'nomeIBGE': 'CAMPOS DO JORDÃO', 'nomeIBGEsemAcento': 'CAMPOS DO JORDAO', 'pais': 'BRASIL', 'uf': {'sigla': 'SP', 'nome': 'SÃO PAULO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 105570.0, 'quantidadeBeneficiados': 744}"
